,Exercise,Calories Burn,Actual Weight,Age,Duration,Heart Rate,BMI,Exercise Intensity,Gender_Male,Weather Conditions_Rainy,Weather Conditions_Sunny
2379,Exercise 9,264.472551,61.84596801,43,41,100,19.4483721,6,0,0,0
2380,Exercise 4,106.0677055,88.75016113,56,39,177,29.46303346,6,0,0,0
2381,Exercise 5,152.2751804,89.1165785,19,47,157,30.81368337,7,0,1,0
2382,Exercise 8,470.6537583,66.68349493,59,41,137,26.91265833,7,0,1,0
2383,Exercise 7,335.9861442,73.34174879,28,39,156,33.51912449,8,1,1,0
2384,Exercise 5,205.7891804,88.91801369,30,56,149,29.16028745,1,0,0,0
2385,Exercise 1,289.817649,58.37158506,53,51,160,33.80090541,1,0,1,0
2386,Exercise 3,486.573584,62.26509792,36,47,122,34.60834522,7,0,0,1
2387,Exercise 10,465.4697862,55.31248382,48,32,152,29.7469866,4,1,1,0
2388,Exercise 1,117.7008461,100.0914783,50,33,135,19.01948813,9,1,0,1
2389,Exercise 8,346.0189156,61.46904352,51,35,119,33.38369493,5,1,0,1
2390,Exercise 10,431.4895428,66.66460289,28,27,117,33.4851568,7,0,1,0
2391,Exercise 5,266.2612282,47.93227553,53,24,120,29.38787506,3,1,0,1
2392,Exercise 7,170.2240571,54.89082705,51,25,149,29.0267859,10,0,0,1
2393,Exercise 9,493.4261672,82.99711188,28,39,152,19.43703464,2,1,0,0
2394,Exercise 9,298.2161846,67.6673553,30,23,159,29.25727481,4,1,0,1
2395,Exercise 6,142.9051095,92.07408432,45,43,115,28.1965945,7,0,0,1
2396,Exercise 3,281.5211358,91.90617264,31,21,149,20.79461055,5,0,0,1
2397,Exercise 2,247.3707011,78.71601583,34,23,149,22.20418948,2,0,1,0
2398,Exercise 10,355.410842,54.73020677,51,55,169,26.17979964,10,1,1,0
2399,Exercise 9,211.174135,60.85888025,51,51,165,29.8907461,1,0,0,0
2400,Exercise 8,231.3263255,86.95116405,25,28,180,23.98027397,10,0,0,0
2401,Exercise 9,417.6980564,70.58726119,29,53,158,25.09872368,3,1,0,0
2402,Exercise 7,397.2620655,57.85716584,56,28,144,31.88131494,6,1,1,0
2403,Exercise 4,306.8746055,94.2680313,31,21,171,32.58927993,10,0,0,0
2404,Exercise 8,498.8191665,55.48396228,21,43,126,26.46460544,9,0,0,1
2405,Exercise 1,149.0210354,91.87322686,28,34,168,29.09508374,4,0,1,0
2406,Exercise 9,416.1915995,48.50751302,21,39,111,28.58892249,5,1,0,0
2407,Exercise 10,290.4525724,95.76284657,39,48,124,20.20852058,4,1,0,1
2408,Exercise 10,199.546187,74.63945195,29,50,103,20.23239508,1,1,0,1
2409,Exercise 5,402.0750883,98.44433831,47,60,127,22.95170953,2,0,1,0
2410,Exercise 8,478.7634655,81.44640112,18,46,161,28.61340916,6,1,1,0
2411,Exercise 1,268.9230565,61.02294322,31,25,142,19.16929268,6,0,0,0
2412,Exercise 3,480.116142,66.23883683,20,35,161,32.45737672,5,0,0,1
2413,Exercise 10,356.8053054,53.37002362,27,37,173,28.49984916,5,1,0,0
2414,Exercise 3,326.9684861,57.35910927,50,46,117,23.22093479,2,1,0,0
2415,Exercise 8,424.7452541,87.0438161,26,60,137,31.4936611,8,1,1,0
2416,Exercise 8,367.956326,56.32554665,33,51,168,28.26865718,10,0,0,1
2417,Exercise 2,345.9307476,90.03266221,55,32,120,19.86474308,1,1,1,0
2418,Exercise 3,102.330212,66.53473431,18,32,113,34.1682132,5,1,0,1
2419,Exercise 9,273.631697,101.7033219,53,26,177,32.45824981,3,1,1,0
2420,Exercise 4,447.527372,90.42448837,59,55,176,22.92325155,2,1,0,1
2421,Exercise 4,135.6976354,87.08004446,54,29,175,21.53082224,8,1,0,1
2422,Exercise 8,225.5326221,82.89243942,55,30,120,33.14011586,10,1,1,0
2423,Exercise 9,117.3379317,85.02255206,39,55,152,29.88767885,5,1,0,0
2424,Exercise 3,449.8951778,81.25582215,46,49,127,20.28072989,9,1,0,1
2425,Exercise 2,247.8571129,93.37515083,20,59,110,32.90214255,8,1,0,0
2426,Exercise 2,324.1113081,53.588927,50,43,176,26.12733276,5,1,0,0
2427,Exercise 1,200.3950272,90.83370354,56,47,164,25.02137491,8,0,0,1
2428,Exercise 1,153.8706015,63.03658988,47,46,139,26.99309682,9,0,1,0
2429,Exercise 7,195.4151925,93.88905848,53,49,125,25.22633173,9,1,0,1
2430,Exercise 3,327.135748,53.51046154,24,60,178,24.12161681,9,1,0,0
2431,Exercise 7,257.6101288,88.33916958,39,32,106,25.53421679,1,1,0,0
2432,Exercise 9,403.5949531,83.8837909,39,21,118,34.0093794,5,0,0,1
2433,Exercise 3,464.3749675,67.15003024,18,52,109,32.45542086,9,1,0,0
2434,Exercise 3,188.72266,84.24584021,54,52,145,32.29957055,9,1,1,0
2435,Exercise 8,174.282668,92.77408459,26,45,166,19.93003736,8,0,0,1
2436,Exercise 8,292.6723172,92.46406071,52,39,157,28.09549324,1,0,0,0
2437,Exercise 3,102.8140917,68.26112613,60,30,140,23.09239821,3,1,0,0
2438,Exercise 5,404.6842351,80.29042935,51,40,176,19.05465052,7,1,0,1
2439,Exercise 10,284.0096957,75.23882335,20,40,110,30.57010614,3,1,0,0
2440,Exercise 9,224.1029896,47.34492417,24,33,155,26.73821793,6,1,0,1
2441,Exercise 7,391.5971111,86.87532796,34,20,107,24.746924,7,0,1,0
2442,Exercise 1,125.4216389,47.45905901,33,23,132,20.90178471,5,0,1,0
2443,Exercise 5,417.6454421,100.5141871,24,21,156,20.12702257,7,1,0,1
2444,Exercise 6,408.2610879,92.96417908,44,52,146,31.90936565,1,1,1,0
2445,Exercise 10,312.6650975,88.67680964,57,39,145,30.71692174,5,0,1,0
2446,Exercise 10,309.9615224,84.35785996,25,60,100,20.95733867,7,1,0,0
2447,Exercise 6,150.1610147,102.8219096,26,23,153,29.38296378,6,1,0,1
2448,Exercise 8,303.6829025,56.40977216,60,30,104,20.65141563,8,0,0,1
2449,Exercise 10,309.8195001,87.30607284,56,55,142,21.95087628,10,0,0,0
2450,Exercise 2,321.6973036,93.25382295,24,27,134,26.89418506,1,0,1,0
2451,Exercise 2,401.2879101,82.70880733,32,32,154,29.1451328,6,0,0,0
2452,Exercise 5,388.2114417,65.60916771,37,29,156,19.18233645,4,1,1,0
2453,Exercise 5,256.365934,83.70433328,45,25,161,25.44562854,1,1,1,0
2454,Exercise 9,428.8005421,82.68876556,22,38,112,27.30914452,9,1,0,0
2455,Exercise 10,269.1685504,52.47603918,49,56,169,21.82751602,7,1,1,0
2456,Exercise 5,369.1611456,73.92737367,59,55,165,29.18055292,4,0,0,0
2457,Exercise 9,396.4904006,86.29292044,52,32,120,24.3826668,2,0,0,0
2458,Exercise 1,342.5865445,102.7655643,33,37,152,21.17191984,3,0,0,0
2459,Exercise 4,271.6700513,68.28477418,31,53,132,20.99243142,6,0,0,0
2460,Exercise 7,354.0961253,63.54055485,51,57,169,27.85286567,2,1,1,0
2461,Exercise 10,335.0844659,89.68032637,19,59,179,22.03536724,8,1,0,0
2462,Exercise 4,293.7521035,93.48251879,46,56,174,25.82528816,8,1,0,0
2463,Exercise 1,323.075645,94.44386965,28,27,119,32.21788314,3,0,0,1
2464,Exercise 4,303.335848,75.78344588,59,44,142,32.3907532,9,0,0,0
2465,Exercise 6,124.0101235,74.72794253,55,55,106,21.53606707,6,0,0,1
2466,Exercise 4,177.6175774,59.26063317,19,45,179,22.17044072,1,1,0,0
2467,Exercise 9,267.1960394,57.60014134,54,50,165,26.62900605,3,1,0,0
2468,Exercise 7,471.8994996,91.09101955,37,57,177,34.66990615,4,0,0,0
2469,Exercise 8,385.3836507,70.05759552,36,30,150,19.77994975,8,0,0,1
2470,Exercise 3,140.3624453,56.02707631,49,33,125,32.81361034,5,1,1,0
2471,Exercise 9,282.9175878,80.90212572,52,50,135,20.57714395,2,1,0,0
2472,Exercise 1,345.9113413,63.01936571,48,57,173,25.27986977,7,0,1,0
2473,Exercise 9,354.7001984,62.96278891,35,57,132,22.84323368,4,0,0,1
2474,Exercise 5,376.7657411,88.82178333,18,34,108,32.43529617,1,0,0,1
2475,Exercise 3,166.6729188,68.57507615,31,33,175,24.53163889,7,1,1,0
2476,Exercise 10,379.2602797,85.56470779,29,41,166,33.9808083,1,1,1,0
2477,Exercise 1,199.9150984,88.56231881,29,44,175,31.97856855,8,1,0,0
2478,Exercise 2,365.6298646,100.3839363,24,53,105,25.11769439,10,0,0,1
2479,Exercise 7,141.1621497,61.90195838,25,45,146,26.3244277,9,1,0,0
2480,Exercise 6,307.9112535,102.8495006,52,56,128,20.46979088,5,0,1,0
2481,Exercise 7,458.6425542,84.80361736,39,45,108,31.95463996,1,0,1,0
2482,Exercise 10,142.8082243,71.12399167,48,30,102,23.37806073,4,1,0,1
2483,Exercise 3,372.9567561,64.55694959,36,21,159,19.51754333,5,1,0,0
2484,Exercise 1,295.6674005,57.75529561,32,55,159,19.94030478,9,1,0,0
2485,Exercise 7,490.6313723,56.43678198,54,47,167,29.56815066,9,1,1,0
2486,Exercise 10,447.8187079,71.46668846,19,43,150,19.60143243,6,1,0,1
2487,Exercise 3,212.7601635,70.76144048,33,59,135,30.93193467,3,0,1,0
2488,Exercise 7,415.5148473,86.00031733,18,27,124,30.0786952,3,1,0,0
2489,Exercise 8,453.9852741,54.47839479,53,51,167,31.12665049,6,1,0,0
2490,Exercise 1,171.6909305,70.9374917,32,21,175,27.82274489,9,0,0,1
2491,Exercise 7,431.7727844,54.7393405,59,47,156,29.41597622,4,1,1,0
2492,Exercise 4,330.9421326,60.27403534,58,45,141,30.1785347,10,1,0,0
2493,Exercise 3,180.7492713,97.37406569,21,51,134,34.0111318,6,0,0,1
2494,Exercise 10,287.717475,95.27731395,48,26,162,22.66468453,7,1,0,0
2495,Exercise 2,188.9364788,68.25122018,44,20,110,21.38642924,4,0,0,0
2496,Exercise 8,479.1431882,79.07194643,41,37,135,26.36201609,2,0,0,1
2497,Exercise 5,213.5216035,67.50465851,36,35,173,26.6299023,2,1,0,0
2498,Exercise 6,348.8705249,85.17869031,46,52,120,27.60450134,2,1,1,0
2499,Exercise 7,409.5581666,94.49970498,52,37,112,29.3123708,6,1,1,0
2500,Exercise 2,171.9051722,97.28277623,20,31,128,23.78774245,2,1,1,0
2501,Exercise 7,471.3259214,58.86971402,46,52,178,19.21554105,8,1,1,0
2502,Exercise 2,297.2091799,62.51560473,45,54,121,25.23575498,1,0,0,1
2503,Exercise 10,135.043026,72.98904801,21,59,144,30.00203193,1,1,1,0
2504,Exercise 8,495.3225414,54.15986507,37,21,147,28.48726876,7,0,0,1
2505,Exercise 8,137.9547583,90.00374448,39,40,176,19.62386086,5,1,0,1
2506,Exercise 8,300.009398,64.9524981,27,38,155,26.74935998,7,0,0,1
2507,Exercise 9,438.6701013,57.23538062,22,35,128,27.02250612,3,1,0,1
2508,Exercise 7,136.082259,63.81789245,36,47,108,26.35857899,9,0,0,1
2509,Exercise 1,237.7614515,55.59184862,47,23,106,31.59722805,2,1,0,0
2510,Exercise 7,132.950937,96.50821979,52,47,128,26.85908468,8,1,0,0
2511,Exercise 5,274.7784474,80.79226936,45,44,113,20.08889509,3,1,0,1
2512,Exercise 1,457.1161928,75.4598353,57,29,146,33.05621102,5,0,1,0
2513,Exercise 1,104.2124529,70.94056493,22,33,147,18.9056544,6,0,0,0
2514,Exercise 2,154.3621146,102.2511433,37,32,166,18.75767932,7,0,0,1
2515,Exercise 7,485.3130517,94.00573022,42,54,151,30.78598763,1,1,1,0
2516,Exercise 1,408.3061596,87.79253409,40,38,152,29.73549971,8,1,0,1
2517,Exercise 4,189.6955531,58.54789911,23,60,159,27.35161045,5,1,0,0
2518,Exercise 1,490.6129485,50.62161357,50,52,165,26.06247383,1,0,1,0
2519,Exercise 3,163.4166723,63.84292053,48,59,128,31.46774584,3,1,0,1
2520,Exercise 1,342.4772097,93.55125205,41,50,164,20.8726961,2,1,0,0
2521,Exercise 2,321.438254,59.29500177,23,25,100,31.19976734,3,1,0,0
2522,Exercise 1,112.0126729,96.77780611,30,39,147,22.76136996,4,1,0,1
2523,Exercise 7,491.1746602,78.49182906,57,24,118,30.82362343,4,0,0,1
2524,Exercise 10,150.994076,80.35484694,30,39,120,28.77691164,5,0,1,0
2525,Exercise 10,368.2496509,80.26473335,30,50,179,23.57253678,8,0,1,0
2526,Exercise 3,465.9014805,92.01028111,21,22,155,29.4823292,7,0,1,0
2527,Exercise 9,407.0329152,75.33072392,57,37,138,31.15442105,5,0,0,0
2528,Exercise 7,420.3832652,73.12196827,48,47,124,33.11321105,8,1,1,0
2529,Exercise 6,113.0566804,59.59032132,31,20,136,26.71117451,1,1,0,1
2530,Exercise 4,375.0467367,101.044989,31,49,105,23.60580786,7,0,1,0
2531,Exercise 7,343.4474527,63.34290033,45,47,180,22.68143717,5,0,0,1
2532,Exercise 8,286.9111375,55.36890464,43,46,128,28.20857191,5,0,0,1
2533,Exercise 10,199.8412266,88.50268982,44,45,129,23.99110572,6,0,0,0
2534,Exercise 5,480.869083,66.75709764,38,57,102,30.72738678,2,0,0,0
2535,Exercise 10,355.2381231,75.8994106,49,51,169,25.90513632,1,1,0,0
2536,Exercise 10,252.5736694,88.47658111,35,20,123,26.52502091,4,0,0,1
2537,Exercise 1,137.8863724,62.86491912,42,39,130,20.06012865,8,1,0,0
2538,Exercise 3,310.2497536,91.54791013,53,43,131,33.11422015,10,0,1,0
2539,Exercise 7,295.0599017,51.4154013,36,20,154,18.91631584,10,0,1,0
2540,Exercise 9,377.6093715,88.78286818,33,34,110,32.93105281,6,1,0,1
2541,Exercise 6,227.456204,76.84679626,52,25,154,31.88867952,7,1,0,0
2542,Exercise 2,196.5616672,69.56917403,30,40,167,22.35512149,5,0,0,0
2543,Exercise 4,461.5785686,83.7546794,30,36,169,27.98457639,4,1,1,0
2544,Exercise 3,394.6624923,93.74093649,32,58,156,27.95420317,4,0,0,1
2545,Exercise 8,445.8528169,70.62193342,25,36,109,34.32105269,2,0,0,1
2546,Exercise 4,498.9579994,59.53389444,33,39,113,26.76627135,8,1,1,0
2547,Exercise 2,118.2113448,96.84465937,53,35,148,34.99311428,7,0,0,1
2548,Exercise 10,252.286426,69.28252875,51,33,126,25.11287323,3,1,0,1
2549,Exercise 7,453.6371968,68.8667778,46,30,137,31.13083923,7,0,0,0
2550,Exercise 1,491.5094406,77.97451577,59,35,111,30.00974049,3,0,0,1
2551,Exercise 6,214.6255261,74.09952598,44,24,147,34.85216293,8,0,0,0
2552,Exercise 6,478.475303,84.38983384,59,32,101,31.42836213,4,1,1,0
2553,Exercise 5,316.2841463,64.07124905,38,56,112,34.43280704,9,1,1,0
2554,Exercise 10,439.4234024,88.98753319,32,49,100,21.67523262,2,0,1,0
2555,Exercise 5,494.471753,78.13456889,55,44,166,33.35103023,9,1,1,0
2556,Exercise 5,371.6237587,80.95556221,36,46,175,30.82604268,9,1,0,0
2557,Exercise 3,212.0248692,68.67013252,23,56,122,29.38804159,4,0,0,0
2558,Exercise 10,437.9772104,69.67773461,24,50,126,19.6886752,7,1,0,0
2559,Exercise 2,225.2806299,91.30017093,26,56,129,28.07262927,4,0,0,0
2560,Exercise 2,165.1316113,83.12179134,29,49,160,30.61433064,8,0,0,1
2561,Exercise 6,493.227582,63.19760422,38,25,124,32.31884057,3,0,0,1
2562,Exercise 6,220.770459,72.88181225,19,44,147,33.53918345,7,1,0,0
2563,Exercise 2,103.4581432,50.66332074,43,40,157,33.91639131,10,1,1,0
2564,Exercise 8,146.3929276,69.91234592,51,28,162,24.20931043,2,0,0,1
2565,Exercise 5,205.6277081,79.77036507,38,29,102,25.41107892,9,0,0,0
2566,Exercise 2,215.9741306,54.33275436,18,35,165,34.77359461,6,0,0,0
2567,Exercise 10,205.6521864,78.52735705,54,28,105,25.99997212,9,0,0,0
2568,Exercise 1,161.3276344,86.74744964,47,45,112,30.89676891,4,0,1,0
2569,Exercise 5,181.9038963,50.35946337,48,31,158,18.72840981,1,0,0,0
2570,Exercise 1,146.6437589,68.3000872,59,22,100,34.10714505,2,0,0,1
2571,Exercise 10,477.2564684,93.77519514,31,38,156,21.53393842,4,0,1,0
2572,Exercise 3,296.8994737,69.74366607,30,57,140,28.65333743,4,1,0,0
2573,Exercise 9,325.7107902,89.00445941,18,43,160,31.55611557,3,0,0,1
2574,Exercise 1,240.2022704,79.43791463,39,21,178,27.58977188,4,1,0,1
2575,Exercise 5,156.7942254,67.31095177,23,44,116,22.50996528,10,0,0,0
2576,Exercise 8,203.1872821,52.90479912,60,27,125,22.85324484,1,0,0,1
2577,Exercise 8,249.8506895,65.57778586,43,56,153,28.03188774,4,0,1,0
2578,Exercise 1,457.3129793,73.29393045,46,54,167,29.86165004,6,1,0,0
2579,Exercise 4,382.0122299,54.14888928,54,42,103,20.64799177,2,0,0,0
2580,Exercise 4,494.9177585,71.08494922,36,51,144,25.821001,6,1,0,1
2581,Exercise 8,445.4288851,87.40822315,39,35,102,21.63192666,1,1,0,1
2582,Exercise 9,187.7375891,88.0395288,34,36,147,25.89450903,5,0,0,1
2583,Exercise 1,337.5241272,92.95209784,53,56,142,27.42115923,2,0,1,0
2584,Exercise 7,475.3027936,91.5782747,53,37,169,30.04800519,8,1,1,0
2585,Exercise 5,474.1942523,47.47120471,32,21,163,28.31827082,6,0,0,1
2586,Exercise 8,296.9068842,72.41222923,54,50,119,22.1859908,9,0,0,1
2587,Exercise 5,497.0080294,79.2396915,50,38,120,27.33053506,6,0,1,0
2588,Exercise 9,157.1475029,75.84784937,43,30,126,19.64455252,7,0,0,0
2589,Exercise 1,403.9875752,83.06983563,40,53,115,26.03801803,1,1,0,0
2590,Exercise 10,322.1451315,88.35767688,35,50,124,19.64824823,7,1,1,0
2591,Exercise 7,470.2849771,72.26385897,33,34,143,32.1681362,8,1,0,1
2592,Exercise 3,341.8191422,98.33896153,54,21,101,25.88601988,1,1,1,0
2593,Exercise 10,432.6265431,75.89739395,31,44,104,26.43768913,4,0,0,0
2594,Exercise 5,346.7771755,82.03882649,44,43,179,23.86278992,3,1,1,0
2595,Exercise 9,439.9784185,90.99579389,31,32,126,20.1713009,10,1,0,1
2596,Exercise 4,209.2354455,50.78302427,51,51,166,18.75311618,9,0,0,0
2597,Exercise 1,162.1807211,57.47397375,51,38,153,29.50774073,10,0,0,1
2598,Exercise 8,444.6620816,76.96641277,48,35,105,26.59126991,3,1,0,1
2599,Exercise 2,183.561947,99.37388835,55,50,143,27.27328761,8,0,0,1
2600,Exercise 7,467.7786661,60.20501634,38,36,177,20.05829959,10,0,0,0
2601,Exercise 9,433.7047373,95.29799615,29,45,127,34.61559205,6,0,0,1
2602,Exercise 4,105.5006136,95.07090075,59,33,133,30.14820071,3,0,0,0
2603,Exercise 7,101.6110292,90.67937038,28,30,149,32.31848112,1,0,0,1
2604,Exercise 8,225.3807456,62.66558481,48,24,110,18.5839645,8,1,0,1
2605,Exercise 4,240.310217,68.5561228,31,53,150,24.24902246,8,0,1,0
2606,Exercise 4,383.2770807,97.57937871,39,41,138,21.61891013,2,1,1,0
2607,Exercise 4,386.9846871,60.38052315,18,42,116,33.8162512,4,1,0,1
2608,Exercise 4,152.5259825,73.04629741,43,29,134,21.6966655,10,0,0,0
2609,Exercise 3,306.0298779,84.62235144,33,21,119,33.21855743,6,1,1,0
2610,Exercise 5,258.4457742,56.03473853,45,32,102,28.42809983,8,0,1,0
2611,Exercise 10,124.6191504,88.03799078,59,23,101,28.35486097,8,0,0,0
2612,Exercise 10,228.7698722,74.22217925,50,51,161,28.36851117,3,0,1,0
2613,Exercise 4,483.5695605,72.65921567,45,50,160,28.20654557,1,1,1,0
2614,Exercise 2,161.7703077,93.49511748,31,60,176,23.87350333,9,1,0,0
2615,Exercise 7,449.9829573,89.24679947,24,37,103,25.03030283,8,1,1,0
2616,Exercise 5,250.4108026,81.66108867,30,60,180,22.63770078,4,1,0,1
2617,Exercise 6,342.9874671,65.7363641,22,45,148,19.59751666,9,0,0,1
2618,Exercise 9,135.6466865,56.25463108,51,22,166,25.41224848,8,1,1,0
2619,Exercise 4,417.3096885,54.66049864,24,35,152,28.20107277,2,1,0,1
2620,Exercise 2,207.4921629,71.0527618,31,28,138,33.36932183,4,1,0,0
2621,Exercise 5,211.6961083,85.82049663,48,55,164,25.33271187,3,0,0,0
2622,Exercise 1,389.4085796,85.56359736,58,46,173,22.7119357,7,0,1,0
2623,Exercise 4,418.0541345,88.13117033,30,49,122,29.19102478,6,1,0,1
2624,Exercise 2,319.1615626,91.4260315,31,29,159,24.26770377,1,0,0,1
2625,Exercise 2,453.0379044,70.0891426,21,56,179,28.8900538,3,1,0,0
2626,Exercise 3,483.5707708,80.22965536,47,47,107,29.57117964,5,0,0,0
2627,Exercise 8,163.9767902,70.40455148,60,32,142,30.14985023,5,0,0,1
2628,Exercise 2,458.527159,73.68282765,49,42,176,19.53116022,6,1,0,0
2629,Exercise 6,141.914329,49.24394517,50,21,136,26.25121709,2,0,1,0
2630,Exercise 10,111.2892031,80.65394447,43,58,140,32.83048208,8,1,1,0
2631,Exercise 10,406.7549989,101.4486989,37,39,163,30.91128638,1,0,0,0
2632,Exercise 2,331.1677635,49.91709228,30,42,164,26.89732544,4,0,1,0
2633,Exercise 8,247.8027617,93.84045287,56,52,167,32.03961505,3,0,1,0
2634,Exercise 6,468.4419489,93.30931068,27,45,101,29.26280744,4,1,0,1
2635,Exercise 4,498.5197448,92.51224215,54,59,170,33.58117187,9,1,0,1
2636,Exercise 9,381.2369309,92.85144957,32,59,168,30.90837477,2,0,0,1
2637,Exercise 6,120.2586875,68.64606364,49,58,140,19.43355106,6,1,0,0
2638,Exercise 5,110.1047908,68.37410286,31,51,121,32.29535076,6,1,0,1
2639,Exercise 4,103.6186101,58.22710964,52,59,105,28.09869375,4,1,1,0
2640,Exercise 8,234.4204526,90.48740227,18,43,165,31.46976972,6,1,0,0
2641,Exercise 4,462.9500059,82.03628439,24,55,106,30.98460205,8,1,0,1
2642,Exercise 8,167.2148937,83.96336911,33,33,127,34.15453449,7,0,0,0
2643,Exercise 1,200.6141928,69.58229341,45,53,178,29.16840895,4,0,0,0
2644,Exercise 8,459.0889825,95.24904337,23,41,103,21.31157004,3,1,0,0
2645,Exercise 8,180.5553081,74.09730254,52,54,101,22.34232521,5,1,1,0
2646,Exercise 5,196.7234694,76.12834898,48,53,176,19.66284222,4,1,0,0
2647,Exercise 5,390.7839381,88.87009864,34,60,170,29.43727941,8,0,1,0
2648,Exercise 3,384.1242005,88.32979184,52,52,164,32.54395683,1,1,1,0
2649,Exercise 7,481.6046042,54.51991133,59,54,167,34.49243648,6,1,0,0
2650,Exercise 8,361.5582944,59.61660909,21,54,128,27.76311676,9,1,0,0
2651,Exercise 8,261.4002718,85.90220376,60,44,158,26.25321323,10,0,1,0
2652,Exercise 8,247.2407821,77.45576397,18,41,178,34.13328439,9,1,0,1
2653,Exercise 10,258.5667426,58.56542573,27,40,132,33.86880383,1,1,0,1
2654,Exercise 6,445.4305356,48.71985942,54,26,155,31.98874622,4,0,0,0
2655,Exercise 8,453.5355065,67.70441758,45,42,125,29.40585237,4,0,0,0
2656,Exercise 3,106.4468335,91.12775445,30,48,141,27.24855399,7,1,0,0
2657,Exercise 4,132.8660094,74.22701334,29,52,177,34.66369976,8,1,1,0
2658,Exercise 3,496.5347499,87.56306886,29,26,100,21.06494387,4,0,0,0
2659,Exercise 9,470.023907,77.48065312,33,45,109,29.04200166,4,0,0,1
2660,Exercise 5,399.8979393,86.50000171,53,44,130,18.90284406,9,1,0,0
2661,Exercise 10,485.3032348,92.24860475,53,47,138,22.73680421,10,1,1,0
2662,Exercise 5,404.1271846,96.40270967,19,37,160,33.99290611,8,1,0,0
2663,Exercise 6,122.9690221,74.17070657,57,53,174,19.73606303,3,0,0,0
2664,Exercise 3,208.9133856,73.41825407,52,48,172,29.30373029,1,1,0,0
2665,Exercise 9,120.6057852,58.67968906,60,37,146,24.95157349,2,1,0,1
2666,Exercise 8,283.355242,60.56396114,28,56,148,29.63177155,9,0,1,0
2667,Exercise 1,218.0486855,84.55886443,33,57,123,30.23613779,8,1,1,0
2668,Exercise 6,271.9367173,89.3278228,19,44,145,32.89638656,1,0,1,0
2669,Exercise 1,483.3719308,60.06535817,53,22,158,29.97369655,6,0,1,0
2670,Exercise 1,236.273976,53.95269078,49,57,150,29.1716114,1,0,0,1
2671,Exercise 4,339.3084035,52.834417,25,45,140,33.98996361,5,0,0,0
2672,Exercise 9,342.1959238,61.72306567,30,51,108,34.59638018,2,0,0,0
2673,Exercise 8,496.8469969,56.8438026,35,29,173,22.64089749,6,1,1,0
2674,Exercise 4,471.5578496,48.96031126,36,27,141,24.56586121,5,1,0,0
2675,Exercise 2,428.929958,102.7605996,43,53,152,21.88943148,6,1,0,0
2676,Exercise 6,482.0494698,71.11590169,33,29,124,34.02328091,5,0,0,1
2677,Exercise 7,155.8313662,60.11546725,37,29,127,29.0379217,1,1,1,0
2678,Exercise 4,190.2890689,99.77758222,54,49,124,27.95473539,10,0,0,0
2679,Exercise 9,203.8782373,67.19351571,19,52,177,25.85225481,10,1,0,0
2680,Exercise 3,286.6327091,77.5093117,38,43,157,23.80479668,7,1,1,0
2681,Exercise 2,261.613848,97.76966561,50,45,119,24.43542051,4,1,0,0
2682,Exercise 5,498.9637027,91.67489402,45,59,117,34.54670432,3,0,1,0
2683,Exercise 4,378.3209467,85.19304143,44,54,117,33.56028326,10,0,0,0
2684,Exercise 9,456.3413033,96.68015483,57,42,152,21.1693309,4,0,0,0
2685,Exercise 4,465.1515927,83.78489627,19,54,139,28.56600671,5,1,0,1
2686,Exercise 2,354.1342096,73.3127415,43,36,169,28.76644948,9,0,0,0
2687,Exercise 1,265.6664399,73.27514123,35,56,146,23.80112428,7,0,0,1
2688,Exercise 2,251.7962879,64.90088522,48,58,141,24.9406817,7,1,0,0
2689,Exercise 10,105.0994216,66.36491383,57,59,121,34.69138915,4,0,0,1
2690,Exercise 10,313.1035281,92.80373408,48,30,104,33.44542059,2,0,0,0
2691,Exercise 5,320.1171847,80.12802837,33,42,140,27.69683683,9,0,1,0
